address_id,address,district,city,postal_code,phone
568,1342,Sharja,Way,Sokoto,&
569,1342,Abha,Boulevard,Bukarest,Bucuresti
570,415,Pune,Avenue,Shandong,Xintai
571,1746,Faaa,Way,Huanuco,Hunuco
572,539,Hami,Way,Tokat,Tokat
573,1407,Surakarta,Manor,Moskova,Serpuhov
574,502,Mandi,Bahauddin,Parkway,Anzotegui
575,1052,Pathankot,Avenue,Sichuan,Leshan
576,1351,Sousse,Lane,Coahuila,de
577,1501,Pangkal,Pinang,Avenue,Mazowieckie
578,1405,Hagonoy,Avenue,Slaskie,Czestochowa
579,521,San,Juan,Bautista,Tuxtepec
580,923,Tangail,Boulevard,Tokyo-to,Akishima
581,186,Skikda,Lane,Morelos,Cuernavaca
582,1568,Celaya,Parkway,Kaohsiung,Fengshan
583,1489,Kakamigahara,Lane,Taipei,Tanshui
584,1819,Alessandria,Loop,Campeche,Carmen
585,1208,Tama,Loop,Ninawa,Mosul
586,951,Springs,Lane,Central,Mindanao
587,760,Miyakonojo,Drive,Guerrero,Jos
588,966,Asuncin,Way,Hidalgo,Huejutla
589,1584,Ljubertsy,Lane,England,Southampton
590,247,Jining,Parkway,Banjul,Banjul
591,773,Dallas,Manor,Buenos,Aires
592,1923,Stara,Zagora,Lane,Nantou
593,1402,Zanzibar,Boulevard,Guanajuato,Celaya
594,1464,Kursk,Parkway,Shandong,Weifang
595,1074,Sanaa,Parkway,Loja,Loja
596,1759,Niznekamsk,Avenue,al-Manama,al-Manama
597,32,Liaocheng,Way,Minas,Gerais
598,42,Fontana,Avenue,Fejr,Szkesfehrvr
599,1895,Zhezqazghan,Drive,California,Garden
600,1837,Kaduna,Parkway,Inner,Mongolia
601,844,Bucuresti,Place,Liaoning,Jinzhou
602,1101,Bucuresti,Boulevard,West,Greece
603,1103,Quilmes,Boulevard,Piura,Sullana
604,1331,Usak,Boulevard,Vaud,Lausanne
605,1325,Fukuyama,Street,Heilongjiang,Tieli
